Артикул,Артикул Каспи,Название,Ссылка,Статус,NTIN,Город,Цена,Цена 1 места,Цена закупа,Автоснижение,Мин.цена,Автоповышение,Макс.цена,Шаг демпинга,Позиция,Остатки,Предзаказ
120184733_980984224,120184733,Пакет для вакуумного упаковщика 30254340_430994182-KM,https://kaspi.kz/shop/p/paket-dlja-vakuumnogo-upakovschika-30254340-430994182-km-120184733/,Снято с продажи,,Астана,4990,4999,0,1,4200,1,0,0,0,0,0
104785759_985908042,104785759,Пакет для вакуумного упаковщика 20x500 см Zhabanya,https://kaspi.kz/shop/p/paket-dlja-vakuumnogo-upakovschika-20x500-sm-zhabanya-104785759/,Снято с продажи,,Астана,2839,2861,0,0,2800,0,0,0,0,0,0
110533109_90843209,110533109,Пакет для вакуумного упаковщика 42674 ShopMax,https://kaspi.kz/shop/p/paket-dlja-vakuumnogo-upakovschika-42674-shopmax-110533109/,Снято с продажи,,Астана,3100,3290,0,1,2911,1,0,0,0,0,0
104801620_4708190908244,101495512,Пакет для вакуумного упаковщика Рулон Рифленый Вакуумный 20x500,https://kaspi.kz/shop/p/paket-dlja-vakuumnogo-upakovschika-rulon-riflenyi-vakuumnyi-20x500-101495512/,Снято с продажи,,Астана,889,908,0,0,946,0,0,0,0,0,0
109263359_987987,109263359,Пакет для вакуумного упаковщика 052805 Zhabanya,https://kaspi.kz/shop/p/paket-dlja-vakuumnogo-upakovschika-052805-zhabanya-109263359/,Снято с продажи,,Астана,1350,1559,0,1,1200,1,0,0,0,0,0
132335072_693607317,132335072,Вакуумный пакет 356703867 полиэтилен 500 см 1 шт,https://kaspi.kz/shop/p/vakuumnyi-paket-356703867-polietilen-500-sm-1-sht-132335072/,Снято с продажи,,Астана,850,1198,0,0,825,0,0,0,0,0,0
117426246_674859060,117426246,"Мерная ложка 825819772, дерево, металл",https://kaspi.kz/shop/p/mernaja-lozhka-825819772-derevo-metall-117426246/,Опубликовано,,Астана,4096,3999,0,0,3500,0,0,0,0,0,0
101495499_448809935,101495499,Пакет для вакуумного упаковщика рулон рифленый вакуумный 17x500 Zhabanya,https://kaspi.kz/shop/p/paket-dlja-vakuumnogo-upakovschika-rulon-riflenyi-vakuumnyi-17x500-zhabanya-101495499/,Снято с продажи,,Астана,771,894,0,0,900,0,0,0,0,0,0
355893376_694563648,152767307,"Органайзер для специй 355893376, пластик",https://kaspi.kz/shop/p/organaizer-dlja-spetsii-355893376-plastik-152767307/,Опубликовано,,Астана,1600,0,0,0,0,0,0,0,0,0,0
142668752 _4708190908284,139948970,"Ваза 12 см 195795515, металл",https://kaspi.kz/shop/p/vaza-12-sm-195795515-metall-139948970/,Снято с продажи,,Астана,1447,0,0,0,0,0,0,0,0,0,0
142668752 _4708190908283,152735717,"Мерная ложка 30397554_424984663, дерево, нержавеющая сталь",https://kaspi.kz/shop/p/mernaja-lozhka-30397554-424984663-derevo-nerzhavejuschaja-stal--152735717/,Снято с продажи,,Астана,2500,0,0,0,0,0,0,0,0,0,0
142668752 _4708190908281,152735265,Гирлянда цветная 3,https://kaspi.kz/shop/p/girljanda-tsvetnaja-3-152735265/,Снято с продажи,,Астана,4250,0,0,0,0,0,0,0,0,0,0
142668752 _4708190908282,152735197,"Гирлянда разноцветная 1,5",https://kaspi.kz/shop/p/girljanda-raznotsvetnaja-1-5-152735197/,Опубликовано,,Астана,1500,0,0,0,0,0,0,0,0,0,0
120809125_322232112,120809125,Наклейка 042437523 15x10 см,https://kaspi.kz/shop/p/nakleika-042437523-15x10-sm-120809125/,Опубликовано,,Астана,491,743,0,0,700,0,0,0,0,0,0
124116277_90989042,124116277,"Клеенка 997363845 150x45 см, силикон",https://kaspi.kz/shop/p/kleenka-997363845-150x45-sm-silikon-124116277/,Опубликовано,,Астана,900,0,0,0,0,0,0,0,0,0,0
141974900_23123123,141974900,"Бутылка Банка с дозатором и силиконовой кисточкой, форма утки, для масла, маринада, соусов, силикон, стекло",https://kaspi.kz/shop/p/butylka-banka-s-dozatorom-i-silikonovoi-kistochkoi-forma-utki-dlja-masla-marinada-sousov-silikon-steklo-141974900/,Опубликовано,,Астана,1100,1582,0,0,1396,0,0,0,0,0,0
095232419,152401548,"Верхушка на елку с проекцией пластик 1 шт, золотистый",https://kaspi.kz/shop/p/verhushka-na-elku-s-proektsiei-plastik-1-sht-zolotistyi-152401548/,Снято с продажи,,Астана,7500,0,0,0,0,0,0,0,0,0,0
120731401_564123132,120731401,"Герметик пластилин строительный, цвет белый 30 мл",https://kaspi.kz/shop/p/germetik-plastilin-stroitel-nyi-tsvet-belyi-30-ml-120731401/,Опубликовано,,Астана,2499,1494,0,0,1021,0,0,0,0,0,0
109216448_213123123,109216448,Коврик для темпера силиконовый L черный,https://kaspi.kz/shop/p/kovrik-dlja-tempera-silikonovyi-l-chernyi-109216448/,Снято с продажи,,Астана,1375,1398,0,0,0,0,0,0,2,0,0
132728142_98423802,132728142,"Этажерка 2.0, 27x10x18.5 см, серый",https://kaspi.kz/shop/p/etazherka-2-0-27x10x18-5-sm-seryi-132728142/,Снято с продажи,,Астана,700,0,0,0,0,0,0,0,0,0,0
581863811,148866136,"Декоративная лента 581863811, ширина 5 мм, 1 шт, золотой",https://kaspi.kz/shop/p/dekorativnaja-lenta-581863811-shirina-5-mm-1-sht-zolotoi-148866136/,Опубликовано,,Астана,1300,0,0,0,0,0,0,0,0,0,0
119908634_90803180123,119908634,"Набор щеток для дрели, для шуруповерта, 423218119 3 шт",https://kaspi.kz/shop/p/nabor-schetok-dlja-dreli-dlja-shurupoverta-423218119-3-sht-119908634/,Снято с продажи,,Астана,1350,0,0,0,0,0,0,0,0,0,0
147480406_123123312,147480406,"Ёлочныеигрушки акрил 10 шт, прозрачный",https://kaspi.kz/shop/p/jolochnyeigrushki-akril-10-sht-prozrachnyi-147480406/,Снято с продажи,,Астана,2447,2450,0,0,4250,0,0,0,0,0,0
107502625_5413132,107502625,Пакет для вакуумного упаковщика 86549 Zhabanya,https://kaspi.kz/shop/p/paket-dlja-vakuumnogo-upakovschika-86549-zhabanya-107502625/,Опубликовано,,Астана,4319,3997,0,0,3955,0,0,0,0,0,0
886408088,148874234,Носки 30397554_886408088 1 пара черный Универсальный,https://kaspi.kz/shop/p/noski-30397554-886408088-1-para-chernyi-universal-nyi-148874234/,Опубликовано,,Астана,700,0,0,0,0,0,0,0,0,0,0
102187498_412472252,102187498,NG физико-политический 11982 9 см,https://kaspi.kz/shop/p/ng-fiziko-politicheskii-11982-9-sm-102187498/,Снято с продажи,,Астана,8496,9288,0,0,8500,0,0,0,0,0,0
148241046_231123123,148241046,"Сосульки и снежинки пластик 10 шт, прозрачный",https://kaspi.kz/shop/p/sosul-ki-i-snezhinki-plastik-10-sht-prozrachnyi-148241046/,Снято с продажи,,Астана,4799,2450,0,0,3200,0,0,0,0,0,0
131842576_231123123,131842576,"Ключик акрил 12 шт, прозрачный",https://kaspi.kz/shop/p/kljuchik-akril-12-sht-prozrachnyi-131842576/,Снято с продажи,,Астана,4699,0,0,0,0,0,0,0,0,0,0
111504198_121321233,111504198,Коврик в палатку,https://kaspi.kz/shop/p/kovrik-v-palatku-111504198/,Снято с продажи,,Астана,2000,0,0,0,0,0,0,0,0,0,0
119844420_23123312,119844420,Клипса Силиконовый держатель для удочки многоцветный,https://kaspi.kz/shop/p/klipsa-silikonovyi-derzhatel-dlja-udochki-mnogotsvetnyi-119844420/,Опубликовано,,Астана,400,0,0,0,0,0,0,0,0,0,0
435424492,148881671,Гольфы 30397554_435424492 белый Универсальный,https://kaspi.kz/shop/p/gol-fy-30397554-435424492-belyi-universal-nyi-148881671/,Опубликовано,,Астана,1500,0,0,0,0,0,0,0,0,0,0
113138408_231132123,113138408,"Роса цвет свечения желтый, теплый белый 100 м",https://kaspi.kz/shop/p/rosa-tsvet-svechenija-zheltyi-teplyi-belyi-100-m-113138408/,Снято с продажи,,Астана,6950,0,0,0,0,0,0,0,0,0,0
129089981_123123123,129089981,"Сосульки, снежинки акрил 10 шт, прозрачный",https://kaspi.kz/shop/p/sosul-ki-snezhinki-akril-10-sht-prozrachnyi-129089981/,Снято с продажи,,Астана,4614,0,0,0,0,0,0,0,0,0,0
129410278_1212213132,129410278,"Ключик акрил 12 шт, прозрачный",https://kaspi.kz/shop/p/kljuchik-akril-12-sht-prozrachnyi-129410278/,Снято с продажи,,Астана,4499,0,0,0,0,0,0,0,0,0,0
123320451_43290423234,123320451,"Разделочная доска Лучшее для здоровья 046411457 1 шт, нержавеющая сталь",https://kaspi.kz/shop/p/razdelochnaja-doska-luchshee-dlja-zdorov-ja-046411457-1-sht-nerzhavejuschaja-stal--123320451/,Снято с продажи,,Астана,2100,2344,0,0,2168,0,0,0,0,0,0
263398996,148879512,30397554_263398996 8 см,https://kaspi.kz/shop/p/30397554-263398996-8-sm-148879512/,Опубликовано,,Астана,999,0,0,0,0,0,0,0,0,0,0
121316727_0982409,121316727,"Декоративная лента 975312456799, ширина 20 мм, 1 шт, золотой",https://kaspi.kz/shop/p/dekorativnaja-lenta-975312456799-shirina-20-mm-1-sht-zolotoi-121316727/,Снято с продажи,,Астана,1440,900,0,0,0,0,0,0,6,0,0
842001826,152166295,Бусы для украшения елки 30 м,https://kaspi.kz/shop/p/busy-dlja-ukrashenija-elki-30-m-152166295/,Снято с продажи,,Астана,4999,0,0,0,0,0,0,0,0,0,0
141996227_890909890,141996227,Коврик 30382586_Коврик в палатку фальгинированный 200x200 см,https://kaspi.kz/shop/p/kovrik-30382586-kovrik-v-palatku-fal-ginirovannyi-200x200-sm-141996227/,Снято с продажи,,Астана,2000,0,0,0,0,0,0,0,0,0,0
117476778_23132312,117476778,Accessories наклейка Volkswagen 9x9 см,https://kaspi.kz/shop/p/accessories-nakleika-volkswagen-9x9-sm-117476778/,Опубликовано,,Астана,647,0,0,0,0,0,0,0,0,0,0
679511675,152551891,"Верхушка на елку с проекцией пластик 1 шт, золотистый",https://kaspi.kz/shop/p/verhushka-na-elku-s-proektsiei-plastik-1-sht-zolotistyi-152551891/,Снято с продажи,,Астана,7500,0,0,0,0,0,0,0,0,0,0
113844038,148872617,Носки 30397554_113844038 1 пара белый Универсальный,https://kaspi.kz/shop/p/noski-30397554-113844038-1-para-belyi-universal-nyi-148872617/,Опубликовано,,Астана,700,0,0,0,0,0,0,0,0,0,0
231123132123,151530159,"Дорожка на стол Модель 220x33 см, жаккард",https://kaspi.kz/shop/p/dorozhka-na-stol-model-220x33-sm-zhakkard-151530159/,Снято с продажи,,Астана,4999,0,0,0,0,0,0,0,0,0,0
937390163,152551927,"Верхушка на елку с проекцией пластик 1 шт, серебристый",https://kaspi.kz/shop/p/verhushka-na-elku-s-proektsiei-plastik-1-sht-serebristyi-152551927/,Опубликовано,,Астана,7500,0,0,0,0,0,0,0,0,0,0
106958088_45123123,106958088,"Штора, штора LED цвет свечения холодный белый 3 м",https://kaspi.kz/shop/p/shtora-shtora-led-tsvet-svechenija-holodnyi-belyi-3-m-106958088/,Снято с продажи,,Астана,1500,0,0,0,0,0,0,0,0,0,0
077600797,152329752,"Верхушка на елку с проекцией пластик 1 шт, серебристый",https://kaspi.kz/shop/p/verhushka-na-elku-s-proektsiei-plastik-1-sht-serebristyi-152329752/,Снято с продажи,,Астана,7500,0,0,0,0,0,0,0,0,0,0
116341310_9898042,116341310,Цветы 58 предметов,https://kaspi.kz/shop/p/tsvety-58-predmetov-116341310/,Опубликовано,,Астана,3500,0,0,0,0,0,0,0,0,0,0
113414399 _4708190908264,113414399,Леггинсы 371063 серый универсальный,https://kaspi.kz/shop/p/legginsy-371063-seryi-universal-nyi-113414399/,Снято с продажи,,Астана,2000,0,0,0,0,0,0,0,0,0,0
115277917_453132123,115277917,Леггинсы Pantera 535911 серый универсальный,https://kaspi.kz/shop/p/legginsy-pantera-535911-seryi-universal-nyi-115277917/,Снято с продажи,,Астана,2000,0,0,0,0,0,0,0,0,0,0
114353852_32132123,114353852,Бумага упаковочная Новогодний космос 10 шт 74х50 см,https://kaspi.kz/shop/p/bumaga-upakovochnaja-novogodnii-kosmos-10-sht-74h50-sm-114353852/,Снято с продажи,,Астана,2450,0,0,0,0,0,0,0,0,0,0
106883633,105782409,"Z20 Двухсторонний скотч T-3M, ширина 30 мм, 1 шт, прозрачный",https://kaspi.kz/shop/p/z20-dvuhstoronnii-skotch-t-3m-shirina-30-mm-1-sht-prozrachnyi-105782409/,Снято с продажи,,Астана,339,0,0,0,0,0,0,0,0,0,0
123771708_56456465,123771708,"Сосульки пластик 12 шт, прозрачный",https://kaspi.kz/shop/p/sosul-ki-plastik-12-sht-prozrachnyi-123771708/,Снято с продажи,,Астана,1000,0,0,0,0,0,0,0,0,0,0
108228494_2311231,108228494,"Christmas Decorations сосульки пластик 12 шт, прозрачный",https://kaspi.kz/shop/p/christmas-decorations-sosul-ki-plastik-12-sht-prozrachnyi-108228494/,Снято с продажи,,Астана,1000,0,0,0,0,0,0,0,0,0,0
130696713_11212313,130696713,"Сосульки пластик 12 шт, прозрачный",https://kaspi.kz/shop/p/sosul-ki-plastik-12-sht-prozrachnyi-130696713/,Снято с продажи,,Астана,1000,0,0,0,0,0,0,0,0,0,0
141835555_231123123,141835555,Сидушка Nature Camping 211-516 38x28 см,https://kaspi.kz/shop/p/sidushka-nature-camping-211-516-38x28-sm-141835555/,Опубликовано,,Астана,707,0,0,0,0,0,0,0,0,0,0
148747438_123123123,148747438,"Елочная пластик 12 шт, прозрачный",https://kaspi.kz/shop/p/elochnaja-plastik-12-sht-prozrachnyi-148747438/,Снято с продажи,,Астана,1000,0,0,0,0,0,0,0,0,0,0
107068711_980808989,107068711,Коврик-сидушка для бани 1 шт,https://kaspi.kz/shop/p/kovrik-sidushka-dlja-bani-1-sht-107068711/,Опубликовано,,Астана,600,0,0,0,0,0,0,0,0,0,0
147415503_12123123,147415503,"Kisea Сосульки набор 048 пластик 12 шт, прозрачный",https://kaspi.kz/shop/p/kisea-sosul-ki-nabor-048-plastik-12-sht-prozrachnyi-147415503/,Снято с продажи,,Астана,1000,0,0,0,0,0,0,0,0,0,0
134995275_908098423,134995275,Аудио открытка Кассета 1 шт,https://kaspi.kz/shop/p/audio-otkrytka-kasseta-1-sht-134995275/,Опубликовано,,Астана,1438,0,0,0,0,0,0,0,0,0,0
124384072_98089243,124384072,Силиконовая кисть для нанесения масок 1,https://kaspi.kz/shop/p/silikonovaja-kist-dlja-nanesenija-masok-1-124384072/,Снято с продажи,,Астана,199,0,0,0,0,0,0,0,0,0,0
139384086_9843280432,139384086,Прорезыватель RRD Банан силикон,https://kaspi.kz/shop/p/prorezyvatel-rrd-banan-silikon-139384086/,Снято с продажи,,Астана,495,0,0,0,0,0,0,0,0,0,0
124533767_4708190908262,124533767,"Термо ланч-бокс PS_Lunchbox 3 шт, нержавеющая сталь, пластик, зеленый",https://kaspi.kz/shop/p/termo-lanch-boks-ps-lunchbox-3-sht-nerzhavejuschaja-stal-plastik-zelenyi-124533767/,Снято с продажи,,Астана,3688,0,0,0,0,0,0,0,0,0,0
151080465_23123132,151080465,"Лента декоративная текстиль, полиэстер 1 шт, белый, перламутровый",https://kaspi.kz/shop/p/lenta-dekorativnaja-tekstil-poliester-1-sht-belyi-perlamutrovyi-151080465/,Снято с продажи,,Астана,3950,0,0,0,0,0,0,0,0,0,0
132190610_122323123,132190610,"Лента текстиль 1 шт, белый, золотистый",https://kaspi.kz/shop/p/lenta-tekstil-1-sht-belyi-zolotistyi-132190610/,Снято с продажи,,Астана,3950,0,0,0,0,0,0,0,0,0,0
147150888_2131233,147150888,"Рулон текстиль 1 шт, белый, золотистый",https://kaspi.kz/shop/p/rulon-tekstil-1-sht-belyi-zolotistyi-147150888/,Снято с продажи,,Астана,3000,0,0,0,0,0,0,0,0,0,0
114835351_231123132,114835351,"Home-Family Верхушка на елку пластик 1 шт, прозрачный",https://kaspi.kz/shop/p/home-family-verhushka-na-elku-plastik-1-sht-prozrachnyi-114835351/,Снято с продажи,,Астана,575,0,0,0,0,0,0,0,0,0,0
113605043_18849490,113605043,"Скатерть Новогодняя 323306 150x100 см, фланель",https://kaspi.kz/shop/p/skatert-novogodnjaja-323306-150x100-sm-flanel--113605043/,Снято с продажи,,Астана,4999,0,0,0,0,0,0,0,0,0,0
132457048_9890798908,132457048,Аудио открытка кассета 1 шт,https://kaspi.kz/shop/p/audio-otkrytka-kasseta-1-sht-132457048/,Снято с продажи,,Астана,1119,0,0,0,0,0,0,0,0,0,0
122051113_43298032,122051113,Набор для алмазной мозаики,https://kaspi.kz/shop/p/nabor-dlja-almaznoi-mozaiki-122051113/,Опубликовано,,Астана,3154,0,0,0,0,0,0,0,0,0,0
108102850_23123123,108102850,Штора цвет свечения теплый белый 3 м,https://kaspi.kz/shop/p/shtora-tsvet-svechenija-teplyi-belyi-3-m-108102850/,Снято с продажи,,Астана,1500,0,0,0,0,0,0,0,0,0,0
114166074_54123132123,114166074,"Водопад, штора Led Light цвет свечения теплый белый 3 м",https://kaspi.kz/shop/p/vodopad-shtora-led-light-tsvet-svechenija-teplyi-belyi-3-m-114166074/,Снято с продажи,,Астана,1500,0,0,0,0,0,0,0,0,0,0
129700650_231123132,129700650,"Queen fair Кисть для масок, силиконовая, 15 (+/- 1) см, цвет чёрный/белый 1",https://kaspi.kz/shop/p/queen-fair-kist-dlja-masok-silikonovaja-15---1-sm-tsvet-chjornyi-belyi-1-129700650/,Опубликовано,,Астана,679,0,0,0,0,0,0,0,0,0,0
106341400_123123123,106341400,Chudo Tovar форма для пельменей и вареников 103426133 1 шт,https://kaspi.kz/shop/p/chudo-tovar-forma-dlja-pel-menei-i-varenikov-103426133-1-sht-106341400/,Снято с продажи,,Астана,1799,0,0,0,0,0,0,0,0,0,0
142668752 _4708190908274,144339078,Форма для пельменей и вареников 660359599 37 шт,https://kaspi.kz/shop/p/forma-dlja-pel-menei-i-varenikov-660359599-37-sht-144339078/,Снято с продажи,,Астана,1799,0,0,0,0,0,0,0,0,0,0
106822489_312123123,106822489,Harry Potter Палочка Гарри Поттера стреляющая огнем 1 шт,https://kaspi.kz/shop/p/harry-potter-palochka-garri-pottera-streljajuschaja-ognem-1-sht-106822489/,Снято с продажи,,Астана,7443,0,0,0,0,0,0,0,0,0,0
116096297_429432924,116096297,Розовый 60 см x 45 см,https://kaspi.kz/shop/p/rozovyi-60-sm-x-45-sm-116096297/,Снято с продажи,,Астана,1483,0,0,0,0,0,0,0,0,0,0
142668752 _4708190908278,149212478,Гирлянда снежинки теплого свечения 3м,https://kaspi.kz/shop/p/girljanda-snezhinki-teplogo-svechenija-3m-149212478/,Снято с продажи,,Астана,1597,0,0,0,0,0,0,0,0,0,0
968422216,150849175,Набор посуды 30397554_968422216 красный 60 шт,https://kaspi.kz/shop/p/nabor-posudy-30397554-968422216-krasnyi-60-sht-150849175/,Снято с продажи,,Астана,4999,0,0,0,0,0,0,0,0,0,0
131611418_8768768,131611418,"HomeLove толкушка tolkushka_gold 1 шт, нержавеющая сталь",https://kaspi.kz/shop/p/homelove-tolkushka-tolkushka-gold-1-sht-nerzhavejuschaja-stal--131611418/,Снято с продажи,,Астана,2136,0,0,0,0,0,0,0,0,0,0
135313704_21312123,135313704,"Форма Силиконовая форма для багета, силикон",https://kaspi.kz/shop/p/forma-silikonovaja-forma-dlja-bageta-silikon-135313704/,Снято с продажи,,Астана,2350,0,0,0,0,0,0,0,0,0,0
142668752 _4708190908277,108730385,"Kids Zone ZAG-123, 4 шт, губка, бежевый",https://kaspi.kz/shop/p/kids-zone-zag-123-4-sht-gubka-bezhevyi-108730385/,Опубликовано,,Астана,999,0,0,0,0,0,0,0,0,0,0
103437779_123123123,103437779,ROXY-KIDS мягкие накладки на углы стола RCG-003 4 шт бежевый,https://kaspi.kz/shop/p/roxy-kids-mjagkie-nakladki-na-ugly-stola-rcg-003-4-sht-bezhevyi-103437779/,Опубликовано,,Астана,1139,0,0,0,0,0,0,0,0,0,0
117796725_94209824,117796725,"Ободок 1 шт, белый",https://kaspi.kz/shop/p/obodok-1-sht-belyi-117796725/,Снято с продажи,,Астана,420,0,0,0,0,0,0,0,0,0,0
114018433_984280432,114018433,"Перчатки 806550 демисезон, размер универсальный",https://kaspi.kz/shop/p/perchatki-806550-demisezon-razmer-universal-nyi-114018433/,Снято с продажи,,Астана,816,0,0,0,0,0,0,0,0,0,0
105263355_64748895,105263355,"Ваза 31 см Woody 48625, дерево, стекло",https://kaspi.kz/shop/p/vaza-31-sm-woody-48625-derevo-steklo-105263355/,Снято с продажи,,Астана,3379,0,0,0,0,0,0,0,0,0,0
137862826_54132123,137862826,Набор аксессуаров Начитанный рулон белый,https://kaspi.kz/shop/p/nabor-aksessuarov-nachitannyi-rulon-belyi-137862826/,Снято с продажи,,Астана,1027,0,0,0,0,0,0,0,0,0,0
135113205_231983210,135113205,Аудио открытка Аудио открытка «кассета» 1 шт,https://kaspi.kz/shop/p/audio-otkrytka-audio-otkrytka-kasseta-1-sht-135113205/,Опубликовано,,Астана,1894,0,0,0,0,0,0,0,0,0,0
107568125_290432809,107568125,Подхват для штор заколки Птичка без крепления 27 см 2 шт,https://kaspi.kz/shop/p/podhvat-dlja-shtor-zakolki-ptichka-bez-kreplenija-27-sm-2-sht-107568125/,Снято с продажи,,Астана,4556,0,0,0,0,0,0,0,0,0,0
110359664_45123123132,110359664,"Гортензия 47 см, 198233",https://kaspi.kz/shop/p/gortenzija-47-sm-198233-110359664/,Снято с продажи,,Астана,2873,0,0,0,0,0,0,0,0,0,0
109050918_3839399,109050918,"Органайзер для специй 817254, пластик",https://kaspi.kz/shop/p/organaizer-dlja-spetsii-817254-plastik-109050918/,Снято с продажи,,Астана,1500,0,0,0,0,0,0,0,0,0,0
123588456_94280989,123588456,Чехлы для шин 189063369 L черный,https://kaspi.kz/shop/p/chehly-dlja-shin-189063369-l-chernyi-123588456/,Опубликовано,,Астана,3987,0,0,0,0,0,0,0,0,0,0
129524055_449778162,129524055,"639519976 белый, серый",https://kaspi.kz/shop/p/639519976-belyi-seryi-129524055/,Снято с продажи,,Астана,41167,0,0,0,0,0,0,0,0,0,0
108761828_423988204,108761828,Подхват для штор заколки Раяна Е23 петли 27 см 2 шт,https://kaspi.kz/shop/p/podhvat-dlja-shtor-zakolki-rajana-e23-petli-27-sm-2-sht-108761828/,Снято с продажи,,Астана,3912,0,0,0,0,0,0,0,0,0,0
109675899_9804289024,109675899,Подхват для штор заколки Лепесток без крепления 30 см 2 шт,https://kaspi.kz/shop/p/podhvat-dlja-shtor-zakolki-lepestok-bez-kreplenija-30-sm-2-sht-109675899/,Снято с продажи,,Астана,3952,0,0,0,0,0,0,0,0,0,0
112576671_980823480,112576671,"Linara чехлы для шин 969004969004 L красный, черный",https://kaspi.kz/shop/p/linara-chehly-dlja-shin-969004969004-l-krasnyi-chernyi-112576671/,Опубликовано,,Астана,3999,0,0,0,0,0,0,0,0,0,0
518374162,149590049,"Диван прямой Модель, обивка вельвет, 200х50х68 см, серый",https://kaspi.kz/shop/p/divan-prjamoi-model-obivka-vel-vet-200h50h68-sm-seryi-149590049/,Снято с продажи,,Астана,100000,0,0,0,0,0,0,0,0,0,0
142668752 _4708190908266,112171734,"T02-C03 универсальный красный, черный",https://kaspi.kz/shop/p/t02-c03-universal-nyi-krasnyi-chernyi-112171734/,Снято с продажи,,Астана,24500,0,0,0,0,0,0,0,0,0,0
123283906_320740006,123283906,Вакуумный пакет SaengQ Vac-3 полиэтилен 500 см 3 шт,https://kaspi.kz/shop/p/vakuumnyi-paket-saengq-vac-3-polietilen-500-sm-3-sht-123283906/,Снято с продажи,,Астана,7500,0,0,0,0,0,0,0,0,0,0
117722758_7834659275,117722758,Щетка 985620749 1 шт,https://kaspi.kz/shop/p/schetka-985620749-1-sht-117722758/,Снято с продажи,,Астана,752,0,0,0,0,0,0,0,0,0,0
141662640_8769889400,141662640,"Набор Набор столовых приборов (вилка, нож, ложка), 19см, складной, сталь 2CR13, пластик, чехол 3 шт",https://kaspi.kz/shop/p/nabor-nabor-stolovyh-priborov-vilka-nozh-lozhka-19sm-skladnoi-stal-2cr13-plastik-chehol-3-sht-141662640/,Опубликовано,,Астана,1217,0,0,0,0,0,0,0,0,0,0
143862179_56774788452,143862179,Пепельница 30181491_495976542 черный,https://kaspi.kz/shop/p/pepel-nitsa-30181491-495976542-chernyi-143862179/,Опубликовано,,Астана,1548,0,0,0,0,0,0,0,0,0,0
124538517_756579039,124538517,"Мячик для самостоятельных игр каучук, пластик 5.5 см",https://kaspi.kz/shop/p/mjachik-dlja-samostojatel-nyh-igr-kauchuk-plastik-5-5-sm-124538517/,Снято с продажи,,Астана,900,0,0,0,0,0,0,0,0,0,0
115249506_9538527490,115249506,Складной веер веер 1 шт,https://kaspi.kz/shop/p/skladnoi-veer-veer-1-sht-115249506/,Опубликовано,,Астана,694,0,0,0,0,0,0,0,0,0,0
110561330_9634579325,110561330,"DELI 6426, А3 формат, черный",https://kaspi.kz/shop/p/deli-6426-a3-format-chernyi-110561330/,Снято с продажи,,Астана,485,0,0,0,0,0,0,0,0,0,0
131455905_123123123,131455905,"Варежка для тела, для пиллинга черный 1 шт",https://kaspi.kz/shop/p/varezhka-dlja-tela-dlja-pillinga-chernyi-1-sht-131455905/,Снято с продажи,,Астана,380,0,0,0,0,0,0,0,0,0,0
1211585011_123123123,121585011,Волшебная палочка стреляющая огнем 1 шт,https://kaspi.kz/shop/p/volshebnaja-palochka-streljajuschaja-ognem-1-sht-121585011/,Снято с продажи,,Астана,7443,0,0,0,0,0,0,0,0,0,0
120293721_9865893575,120293721,Солнцезащитный экран универсальный ABC-70/140,https://kaspi.kz/shop/p/solntsezaschitnyi-ekran-universal-nyi-abc-70-140-120293721/,Снято с продажи,,Астана,820,0,0,0,0,0,0,0,0,0,0
110078703_123132132,110078703,Фломастер Touch 120 шт,https://kaspi.kz/shop/p/flomaster-touch-120-sht-110078703/,Снято с продажи,,Астана,4500,0,0,0,0,0,0,0,0,0,0
136377232_84954732572,136377232,"Форма Для аэрогриля, силикон",https://kaspi.kz/shop/p/forma-dlja-aerogrilja-silikon-136377232/,Опубликовано,,Астана,900,0,0,0,0,0,0,0,0,0,0
136890679_6734788934,136890679,Держатель для очков FEYS-0022 красный 86 см,https://kaspi.kz/shop/p/derzhatel-dlja-ochkov-feys-0022-krasnyi-86-sm-136890679/,Опубликовано,,Астана,831,0,0,0,0,0,0,0,0,0,0
137340736_47388364929,137340736,"Статуэтка Силиконовые Самураи 5 см, каучук",https://kaspi.kz/shop/p/statuetka-silikonovye-samurai-5-sm-kauchuk-137340736/,Опубликовано,,Астана,1469,0,0,0,0,0,0,0,0,0,0
137310897_6578940356,137310897,"Форма Форма тарталетки для клубники (белый) 8 см, 100шт, бумага",https://kaspi.kz/shop/p/forma-forma-tartaletki-dlja-klubniki-belyi-8-sm-100sht-bumaga-137310897/,Опубликовано,,Астана,389,0,0,0,0,0,0,0,0,0,0
117023710_123132123,117023710,Зеркало для слепых зон 245377,https://kaspi.kz/shop/p/zerkalo-dlja-slepyh-zon-245377-117023710/,Снято с продажи,,Астана,340,0,0,0,0,0,0,0,0,0,0
107738270_23123123,107738270,Harry Potter magicwand палочка 1 шт,https://kaspi.kz/shop/p/harry-potter-magicwand-palochka-1-sht-107738270/,Снято с продажи,,Астана,7443,0,0,0,0,0,0,0,0,0,0
112564591_7857894975,112564591,Magistro циновка для роллов 354657454 1 шт,https://kaspi.kz/shop/p/magistro-tsinovka-dlja-rollov-354657454-1-sht-112564591/,Снято с продажи,,Астана,813,0,0,0,0,0,0,0,0,0,0
